2017-01-27 14:44:41 [compare_jaccard] [INFO ]  [** COMPUTING JACCARD INDICES **]
2017-01-27 14:44:44 [compare_jaccard] [INFO ]  [1/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_all_weights.tif and, [0.0, 0.1] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif
2017-01-27 14:51:32 [compare_jaccard] [INFO ]  [209/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:51:34 [compare_jaccard] [INFO ]  [210/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd.tif
2017-01-27 14:51:36 [compare_jaccard] [INFO ]  [211/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:51:37 [compare_jaccard] [INFO ]  [212/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:51:40 [compare_jaccard] [INFO ]  [213/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:51:42 [compare_jaccard] [INFO ]  [214/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:51:44 [compare_jaccard] [INFO ]  [215/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:51:47 [compare_jaccard] [INFO ]  [216/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif
2017-01-27 14:51:49 [compare_jaccard] [INFO ]  [217/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_es.tif
2017-01-27 14:51:51 [compare_jaccard] [INFO ]  [218/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif
2017-01-27 14:51:53 [compare_jaccard] [INFO ]  [219/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_es.tif
2017-01-27 14:51:55 [compare_jaccard] [INFO ]  [220/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif
2017-01-27 14:51:56 [compare_jaccard] [INFO ]  [221/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif
2017-01-27 14:51:58 [compare_jaccard] [INFO ]  [222/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:52:00 [compare_jaccard] [INFO ]  [223/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd.tif
2017-01-27 14:52:01 [compare_jaccard] [INFO ]  [224/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:52:03 [compare_jaccard] [INFO ]  [225/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:52:05 [compare_jaccard] [INFO ]  [226/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:52:07 [compare_jaccard] [INFO ]  [227/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:52:09 [compare_jaccard] [INFO ]  [228/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:52:13 [compare_jaccard] [INFO ]  [229/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif and, [0.9, 1.0] in analyses/RWR/rwr_es.tif
2017-01-27 14:52:15 [compare_jaccard] [INFO ]  [230/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif
2017-01-27 14:52:17 [compare_jaccard] [INFO ]  [231/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_es.tif
2017-01-27 14:52:20 [compare_jaccard] [INFO ]  [232/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif and, [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif
2017-01-27 14:52:22 [compare_jaccard] [INFO ]  [233/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif
2017-01-27 14:52:24 [compare_jaccard] [INFO ]  [234/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:52:26 [compare_jaccard] [INFO ]  [235/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd.tif
2017-01-27 14:52:28 [compare_jaccard] [INFO ]  [236/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:52:30 [compare_jaccard] [INFO ]  [237/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:52:32 [compare_jaccard] [INFO ]  [238/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:52:34 [compare_jaccard] [INFO ]  [239/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:52:36 [compare_jaccard] [INFO ]  [240/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:52:39 [compare_jaccard] [INFO ]  [241/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es.tif and, [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif
2017-01-27 14:52:41 [compare_jaccard] [INFO ]  [242/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es.tif and, [0.9, 1.0] in analyses/ILP/ilp_es.tif
2017-01-27 14:52:42 [compare_jaccard] [INFO ]  [243/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es.tif and, [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif
2017-01-27 14:52:44 [compare_jaccard] [INFO ]  [244/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es.tif and, [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif
2017-01-27 14:52:46 [compare_jaccard] [INFO ]  [245/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es.tif and, [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:52:48 [compare_jaccard] [INFO ]  [246/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd.tif
2017-01-27 14:52:50 [compare_jaccard] [INFO ]  [247/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es.tif and, [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:52:52 [compare_jaccard] [INFO ]  [248/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:52:54 [compare_jaccard] [INFO ]  [249/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:52:56 [compare_jaccard] [INFO ]  [250/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:52:58 [compare_jaccard] [INFO ]  [251/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:53:02 [compare_jaccard] [INFO ]  [252/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_es.tif
2017-01-27 14:53:05 [compare_jaccard] [INFO ]  [253/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif
2017-01-27 14:53:06 [compare_jaccard] [INFO ]  [254/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif
2017-01-27 14:53:08 [compare_jaccard] [INFO ]  [255/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:53:10 [compare_jaccard] [INFO ]  [256/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd.tif
2017-01-27 14:53:12 [compare_jaccard] [INFO ]  [257/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:53:14 [compare_jaccard] [INFO ]  [258/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:53:16 [compare_jaccard] [INFO ]  [259/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:53:18 [compare_jaccard] [INFO ]  [260/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:53:20 [compare_jaccard] [INFO ]  [261/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:53:23 [compare_jaccard] [INFO ]  [262/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es.tif and, [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif
2017-01-27 14:53:25 [compare_jaccard] [INFO ]  [263/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es.tif and, [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif
2017-01-27 14:53:27 [compare_jaccard] [INFO ]  [264/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es.tif and, [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:53:29 [compare_jaccard] [INFO ]  [265/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd.tif
2017-01-27 14:53:31 [compare_jaccard] [INFO ]  [266/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es.tif and, [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:53:33 [compare_jaccard] [INFO ]  [267/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:53:36 [compare_jaccard] [INFO ]  [268/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:53:38 [compare_jaccard] [INFO ]  [269/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:53:40 [compare_jaccard] [INFO ]  [270/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:53:44 [compare_jaccard] [INFO ]  [271/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif
2017-01-27 14:53:46 [compare_jaccard] [INFO ]  [272/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:53:48 [compare_jaccard] [INFO ]  [273/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd.tif
2017-01-27 14:53:49 [compare_jaccard] [INFO ]  [274/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:53:51 [compare_jaccard] [INFO ]  [275/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:53:53 [compare_jaccard] [INFO ]  [276/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:53:55 [compare_jaccard] [INFO ]  [277/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:53:57 [compare_jaccard] [INFO ]  [278/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:54:00 [compare_jaccard] [INFO ]  [279/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:54:02 [compare_jaccard] [INFO ]  [280/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd.tif
2017-01-27 14:54:03 [compare_jaccard] [INFO ]  [281/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:54:05 [compare_jaccard] [INFO ]  [282/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:54:07 [compare_jaccard] [INFO ]  [283/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:54:09 [compare_jaccard] [INFO ]  [284/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:54:11 [compare_jaccard] [INFO ]  [285/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:54:14 [compare_jaccard] [INFO ]  [286/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd.tif
2017-01-27 14:54:16 [compare_jaccard] [INFO ]  [287/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:54:17 [compare_jaccard] [INFO ]  [288/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:54:19 [compare_jaccard] [INFO ]  [289/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:54:21 [compare_jaccard] [INFO ]  [290/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:54:23 [compare_jaccard] [INFO ]  [291/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:54:26 [compare_jaccard] [INFO ]  [292/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_bd.tif and, [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:54:28 [compare_jaccard] [INFO ]  [293/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_bd.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:54:30 [compare_jaccard] [INFO ]  [294/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_bd.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:54:31 [compare_jaccard] [INFO ]  [295/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_bd.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:54:33 [compare_jaccard] [INFO ]  [296/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_bd.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:54:36 [compare_jaccard] [INFO ]  [297/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:54:38 [compare_jaccard] [INFO ]  [298/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:54:40 [compare_jaccard] [INFO ]  [299/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:54:42 [compare_jaccard] [INFO ]  [300/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:54:45 [compare_jaccard] [INFO ]  [301/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_bd.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:54:47 [compare_jaccard] [INFO ]  [302/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_bd.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:54:49 [compare_jaccard] [INFO ]  [303/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_bd.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:54:52 [compare_jaccard] [INFO ]  [304/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:54:54 [compare_jaccard] [INFO ]  [305/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:54:57 [compare_jaccard] [INFO ]  [306/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:54:58 [compare_jaccard] [INFO ]  [TIME] All processing took 617.2 sec
2017-01-27 14:54:58 [compare_jaccard] [INFO ] Saving results to analyses/comparison/cross_jaccard.csv
