2016-11-04 19:01:13 [clip_udr_data] [INFO ]  [1/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/alytes_cisternasii.tif
2016-11-04 19:27:00 [clip_udr_data] [DEBUG]  [332/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:00 [clip_udr_data] [INFO ]  [333/763] Clipping dataset data/external/udr/european_tetrapods/birds/motacilla_cinerea.tif
2016-11-04 19:27:00 [clip_udr_data] [DEBUG]  [333/763] Target dataset data/processed/features/udr/european_tetrapods/birds/motacilla_cinerea.tif
2016-11-04 19:27:05 [clip_udr_data] [DEBUG]  [333/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:27:05 [clip_udr_data] [DEBUG]  [333/763] Processing input file data/external/udr/european_tetrapods/birds/motacilla_cinerea.tif.
2016-11-04 19:27:05 [clip_udr_data] [DEBUG]  [333/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/motacilla_cinerea.tif.
2016-11-04 19:27:05 [clip_udr_data] [DEBUG]  [333/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/motacilla_cinerea.tif to destination data/processed/features/udr/european_tetrapods/birds/motacilla_cinerea.tif.
2016-11-04 19:27:05 [clip_udr_data] [DEBUG]  [333/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:05 [clip_udr_data] [INFO ]  [334/763] Clipping dataset data/external/udr/european_tetrapods/birds/motacilla_citreola.tif
2016-11-04 19:27:05 [clip_udr_data] [DEBUG]  [334/763] Target dataset data/processed/features/udr/european_tetrapods/birds/motacilla_citreola.tif
2016-11-04 19:27:10 [clip_udr_data] [DEBUG]  [334/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:27:10 [clip_udr_data] [DEBUG]  [334/763] Processing input file data/external/udr/european_tetrapods/birds/motacilla_citreola.tif.
2016-11-04 19:27:10 [clip_udr_data] [DEBUG]  [334/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/motacilla_citreola.tif.
2016-11-04 19:27:10 [clip_udr_data] [DEBUG]  [334/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/motacilla_citreola.tif to destination data/processed/features/udr/european_tetrapods/birds/motacilla_citreola.tif.
2016-11-04 19:27:10 [clip_udr_data] [DEBUG]  [334/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:10 [clip_udr_data] [INFO ]  [335/763] Clipping dataset data/external/udr/european_tetrapods/birds/motacilla_flava.tif
2016-11-04 19:27:10 [clip_udr_data] [DEBUG]  [335/763] Target dataset data/processed/features/udr/european_tetrapods/birds/motacilla_flava.tif
2016-11-04 19:27:14 [clip_udr_data] [DEBUG]  [335/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:27:14 [clip_udr_data] [DEBUG]  [335/763] Processing input file data/external/udr/european_tetrapods/birds/motacilla_flava.tif.
2016-11-04 19:27:14 [clip_udr_data] [DEBUG]  [335/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/motacilla_flava.tif.
2016-11-04 19:27:14 [clip_udr_data] [DEBUG]  [335/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/motacilla_flava.tif to destination data/processed/features/udr/european_tetrapods/birds/motacilla_flava.tif.
2016-11-04 19:27:14 [clip_udr_data] [DEBUG]  [335/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:14 [clip_udr_data] [INFO ]  [336/763] Clipping dataset data/external/udr/european_tetrapods/birds/muscicapa_striata.tif
2016-11-04 19:27:14 [clip_udr_data] [DEBUG]  [336/763] Target dataset data/processed/features/udr/european_tetrapods/birds/muscicapa_striata.tif
2016-11-04 19:27:19 [clip_udr_data] [DEBUG]  [336/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:27:19 [clip_udr_data] [DEBUG]  [336/763] Processing input file data/external/udr/european_tetrapods/birds/muscicapa_striata.tif.
2016-11-04 19:27:19 [clip_udr_data] [DEBUG]  [336/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/muscicapa_striata.tif.
2016-11-04 19:27:19 [clip_udr_data] [DEBUG]  [336/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/muscicapa_striata.tif to destination data/processed/features/udr/european_tetrapods/birds/muscicapa_striata.tif.
2016-11-04 19:27:19 [clip_udr_data] [DEBUG]  [336/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:19 [clip_udr_data] [INFO ]  [337/763] Clipping dataset data/external/udr/european_tetrapods/birds/neophron_percnopterus.tif
2016-11-04 19:27:19 [clip_udr_data] [DEBUG]  [337/763] Target dataset data/processed/features/udr/european_tetrapods/birds/neophron_percnopterus.tif
2016-11-04 19:27:24 [clip_udr_data] [DEBUG]  [337/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:27:24 [clip_udr_data] [DEBUG]  [337/763] Processing input file data/external/udr/european_tetrapods/birds/neophron_percnopterus.tif.
2016-11-04 19:27:24 [clip_udr_data] [DEBUG]  [337/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/neophron_percnopterus.tif.
2016-11-04 19:27:24 [clip_udr_data] [DEBUG]  [337/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/neophron_percnopterus.tif to destination data/processed/features/udr/european_tetrapods/birds/neophron_percnopterus.tif.
2016-11-04 19:27:24 [clip_udr_data] [DEBUG]  [337/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:24 [clip_udr_data] [INFO ]  [338/763] Clipping dataset data/external/udr/european_tetrapods/birds/netta_rufina.tif
2016-11-04 19:27:24 [clip_udr_data] [DEBUG]  [338/763] Target dataset data/processed/features/udr/european_tetrapods/birds/netta_rufina.tif
2016-11-04 19:27:28 [clip_udr_data] [DEBUG]  [338/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:27:28 [clip_udr_data] [DEBUG]  [338/763] Processing input file data/external/udr/european_tetrapods/birds/netta_rufina.tif.
2016-11-04 19:27:28 [clip_udr_data] [DEBUG]  [338/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/netta_rufina.tif.
2016-11-04 19:27:28 [clip_udr_data] [DEBUG]  [338/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/netta_rufina.tif to destination data/processed/features/udr/european_tetrapods/birds/netta_rufina.tif.
2016-11-04 19:27:28 [clip_udr_data] [DEBUG]  [338/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:28 [clip_udr_data] [INFO ]  [339/763] Clipping dataset data/external/udr/european_tetrapods/birds/nucifraga_caryocatactes.tif
2016-11-04 19:27:28 [clip_udr_data] [DEBUG]  [339/763] Target dataset data/processed/features/udr/european_tetrapods/birds/nucifraga_caryocatactes.tif
2016-11-04 19:27:32 [clip_udr_data] [DEBUG]  [339/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:27:32 [clip_udr_data] [DEBUG]  [339/763] Processing input file data/external/udr/european_tetrapods/birds/nucifraga_caryocatactes.tif.
2016-11-04 19:27:32 [clip_udr_data] [DEBUG]  [339/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/nucifraga_caryocatactes.tif.
2016-11-04 19:27:32 [clip_udr_data] [DEBUG]  [339/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/nucifraga_caryocatactes.tif to destination data/processed/features/udr/european_tetrapods/birds/nucifraga_caryocatactes.tif.
2016-11-04 19:27:32 [clip_udr_data] [DEBUG]  [339/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:32 [clip_udr_data] [INFO ]  [340/763] Clipping dataset data/external/udr/european_tetrapods/birds/numenius_arquata.tif
2016-11-04 19:27:32 [clip_udr_data] [DEBUG]  [340/763] Target dataset data/processed/features/udr/european_tetrapods/birds/numenius_arquata.tif
2016-11-04 19:27:37 [clip_udr_data] [DEBUG]  [340/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:27:37 [clip_udr_data] [DEBUG]  [340/763] Processing input file data/external/udr/european_tetrapods/birds/numenius_arquata.tif.
2016-11-04 19:27:37 [clip_udr_data] [DEBUG]  [340/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/numenius_arquata.tif.
2016-11-04 19:27:37 [clip_udr_data] [DEBUG]  [340/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/numenius_arquata.tif to destination data/processed/features/udr/european_tetrapods/birds/numenius_arquata.tif.
2016-11-04 19:27:37 [clip_udr_data] [DEBUG]  [340/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:37 [clip_udr_data] [INFO ]  [341/763] Clipping dataset data/external/udr/european_tetrapods/birds/numenius_phaeopus.tif
2016-11-04 19:27:37 [clip_udr_data] [DEBUG]  [341/763] Target dataset data/processed/features/udr/european_tetrapods/birds/numenius_phaeopus.tif
2016-11-04 19:27:41 [clip_udr_data] [DEBUG]  [341/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:27:41 [clip_udr_data] [DEBUG]  [341/763] Processing input file data/external/udr/european_tetrapods/birds/numenius_phaeopus.tif.
2016-11-04 19:27:41 [clip_udr_data] [DEBUG]  [341/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/numenius_phaeopus.tif.
2016-11-04 19:27:41 [clip_udr_data] [DEBUG]  [341/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/numenius_phaeopus.tif to destination data/processed/features/udr/european_tetrapods/birds/numenius_phaeopus.tif.
2016-11-04 19:27:41 [clip_udr_data] [DEBUG]  [341/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:41 [clip_udr_data] [INFO ]  [342/763] Clipping dataset data/external/udr/european_tetrapods/birds/nyctea_scandiaca.tif
2016-11-04 19:27:41 [clip_udr_data] [DEBUG]  [342/763] Target dataset data/processed/features/udr/european_tetrapods/birds/nyctea_scandiaca.tif
2016-11-04 19:27:46 [clip_udr_data] [DEBUG]  [342/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:27:46 [clip_udr_data] [DEBUG]  [342/763] Processing input file data/external/udr/european_tetrapods/birds/nyctea_scandiaca.tif.
2016-11-04 19:27:46 [clip_udr_data] [DEBUG]  [342/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/nyctea_scandiaca.tif.
2016-11-04 19:27:46 [clip_udr_data] [DEBUG]  [342/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/nyctea_scandiaca.tif to destination data/processed/features/udr/european_tetrapods/birds/nyctea_scandiaca.tif.
2016-11-04 19:27:46 [clip_udr_data] [DEBUG]  [342/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:46 [clip_udr_data] [INFO ]  [343/763] Clipping dataset data/external/udr/european_tetrapods/birds/nycticorax_nycticorax.tif
2016-11-04 19:27:46 [clip_udr_data] [DEBUG]  [343/763] Target dataset data/processed/features/udr/european_tetrapods/birds/nycticorax_nycticorax.tif
2016-11-04 19:27:50 [clip_udr_data] [DEBUG]  [343/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:27:50 [clip_udr_data] [DEBUG]  [343/763] Processing input file data/external/udr/european_tetrapods/birds/nycticorax_nycticorax.tif.
2016-11-04 19:27:50 [clip_udr_data] [DEBUG]  [343/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/nycticorax_nycticorax.tif.
2016-11-04 19:27:50 [clip_udr_data] [DEBUG]  [343/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/nycticorax_nycticorax.tif to destination data/processed/features/udr/european_tetrapods/birds/nycticorax_nycticorax.tif.
2016-11-04 19:27:50 [clip_udr_data] [DEBUG]  [343/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:50 [clip_udr_data] [INFO ]  [344/763] Clipping dataset data/external/udr/european_tetrapods/birds/oceanodroma_castro.tif
2016-11-04 19:27:50 [clip_udr_data] [DEBUG]  [344/763] Target dataset data/processed/features/udr/european_tetrapods/birds/oceanodroma_castro.tif
2016-11-04 19:27:54 [clip_udr_data] [DEBUG]  [344/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:27:54 [clip_udr_data] [DEBUG]  [344/763] Processing input file data/external/udr/european_tetrapods/birds/oceanodroma_castro.tif.
2016-11-04 19:27:54 [clip_udr_data] [DEBUG]  [344/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/oceanodroma_castro.tif.
2016-11-04 19:27:54 [clip_udr_data] [DEBUG]  [344/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/oceanodroma_castro.tif to destination data/processed/features/udr/european_tetrapods/birds/oceanodroma_castro.tif.
2016-11-04 19:27:54 [clip_udr_data] [DEBUG]  [344/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:54 [clip_udr_data] [INFO ]  [345/763] Clipping dataset data/external/udr/european_tetrapods/birds/oceanodroma_leucorhoa.tif
2016-11-04 19:27:54 [clip_udr_data] [DEBUG]  [345/763] Target dataset data/processed/features/udr/european_tetrapods/birds/oceanodroma_leucorhoa.tif
2016-11-04 19:27:59 [clip_udr_data] [DEBUG]  [345/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:27:59 [clip_udr_data] [DEBUG]  [345/763] Processing input file data/external/udr/european_tetrapods/birds/oceanodroma_leucorhoa.tif.
2016-11-04 19:27:59 [clip_udr_data] [DEBUG]  [345/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/oceanodroma_leucorhoa.tif.
2016-11-04 19:27:59 [clip_udr_data] [DEBUG]  [345/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/oceanodroma_leucorhoa.tif to destination data/processed/features/udr/european_tetrapods/birds/oceanodroma_leucorhoa.tif.
2016-11-04 19:27:59 [clip_udr_data] [DEBUG]  [345/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:27:59 [clip_udr_data] [INFO ]  [346/763] Clipping dataset data/external/udr/european_tetrapods/birds/oenanthe_hispanica.tif
2016-11-04 19:27:59 [clip_udr_data] [DEBUG]  [346/763] Target dataset data/processed/features/udr/european_tetrapods/birds/oenanthe_hispanica.tif
2016-11-04 19:28:03 [clip_udr_data] [DEBUG]  [346/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:28:03 [clip_udr_data] [DEBUG]  [346/763] Processing input file data/external/udr/european_tetrapods/birds/oenanthe_hispanica.tif.
2016-11-04 19:28:03 [clip_udr_data] [DEBUG]  [346/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/oenanthe_hispanica.tif.
2016-11-04 19:28:03 [clip_udr_data] [DEBUG]  [346/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/oenanthe_hispanica.tif to destination data/processed/features/udr/european_tetrapods/birds/oenanthe_hispanica.tif.
2016-11-04 19:28:03 [clip_udr_data] [DEBUG]  [346/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:28:03 [clip_udr_data] [INFO ]  [347/763] Clipping dataset data/external/udr/european_tetrapods/birds/oenanthe_isabellina.tif
2016-11-04 19:28:03 [clip_udr_data] [DEBUG]  [347/763] Target dataset data/processed/features/udr/european_tetrapods/birds/oenanthe_isabellina.tif
2016-11-04 19:28:08 [clip_udr_data] [DEBUG]  [347/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:28:08 [clip_udr_data] [DEBUG]  [347/763] Processing input file data/external/udr/european_tetrapods/birds/oenanthe_isabellina.tif.
2016-11-04 19:28:08 [clip_udr_data] [DEBUG]  [347/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/oenanthe_isabellina.tif.
2016-11-04 19:28:08 [clip_udr_data] [DEBUG]  [347/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/oenanthe_isabellina.tif to destination data/processed/features/udr/european_tetrapods/birds/oenanthe_isabellina.tif.
2016-11-04 19:28:08 [clip_udr_data] [DEBUG]  [347/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:28:08 [clip_udr_data] [INFO ]  [348/763] Clipping dataset data/external/udr/european_tetrapods/birds/oenanthe_leucura.tif
2016-11-04 19:28:08 [clip_udr_data] [DEBUG]  [348/763] Target dataset data/processed/features/udr/european_tetrapods/birds/oenanthe_leucura.tif
2016-11-04 19:28:12 [clip_udr_data] [DEBUG]  [348/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:28:12 [clip_udr_data] [DEBUG]  [348/763] Processing input file data/external/udr/european_tetrapods/birds/oenanthe_leucura.tif.
2016-11-04 19:28:12 [clip_udr_data] [DEBUG]  [348/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/oenanthe_leucura.tif.
2016-11-04 19:28:12 [clip_udr_data] [DEBUG]  [348/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/oenanthe_leucura.tif to destination data/processed/features/udr/european_tetrapods/birds/oenanthe_leucura.tif.
2016-11-04 19:28:12 [clip_udr_data] [DEBUG]  [348/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:28:12 [clip_udr_data] [INFO ]  [349/763] Clipping dataset data/external/udr/european_tetrapods/birds/oenanthe_oenanthe.tif
2016-11-04 19:28:12 [clip_udr_data] [DEBUG]  [349/763] Target dataset data/processed/features/udr/european_tetrapods/birds/oenanthe_oenanthe.tif
2016-11-04 19:28:16 [clip_udr_data] [DEBUG]  [349/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:28:16 [clip_udr_data] [DEBUG]  [349/763] Processing input file data/external/udr/european_tetrapods/birds/oenanthe_oenanthe.tif.
2016-11-04 19:28:16 [clip_udr_data] [DEBUG]  [349/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/oenanthe_oenanthe.tif.
2016-11-04 19:28:16 [clip_udr_data] [DEBUG]  [349/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/oenanthe_oenanthe.tif to destination data/processed/features/udr/european_tetrapods/birds/oenanthe_oenanthe.tif.
2016-11-04 19:28:16 [clip_udr_data] [DEBUG]  [349/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:28:16 [clip_udr_data] [INFO ]  [350/763] Clipping dataset data/external/udr/european_tetrapods/birds/oenanthe_pleschanka.tif
2016-11-04 19:28:16 [clip_udr_data] [DEBUG]  [350/763] Target dataset data/processed/features/udr/european_tetrapods/birds/oenanthe_pleschanka.tif
2016-11-04 19:28:21 [clip_udr_data] [DEBUG]  [350/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:28:21 [clip_udr_data] [DEBUG]  [350/763] Processing input file data/external/udr/european_tetrapods/birds/oenanthe_pleschanka.tif.
2016-11-04 19:28:21 [clip_udr_data] [DEBUG]  [350/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/oenanthe_pleschanka.tif.
2016-11-04 19:28:21 [clip_udr_data] [DEBUG]  [350/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/oenanthe_pleschanka.tif to destination data/processed/features/udr/european_tetrapods/birds/oenanthe_pleschanka.tif.
2016-11-04 19:28:21 [clip_udr_data] [DEBUG]  [350/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:28:21 [clip_udr_data] [INFO ]  [351/763] Clipping dataset data/external/udr/european_tetrapods/birds/oriolus_oriolus.tif
2016-11-04 19:28:21 [clip_udr_data] [DEBUG]  [351/763] Target dataset data/processed/features/udr/european_tetrapods/birds/oriolus_oriolus.tif
2016-11-04 19:28:25 [clip_udr_data] [DEBUG]  [351/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:28:25 [clip_udr_data] [DEBUG]  [351/763] Processing input file data/external/udr/european_tetrapods/birds/oriolus_oriolus.tif.
2016-11-04 19:28:25 [clip_udr_data] [DEBUG]  [351/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/oriolus_oriolus.tif.
2016-11-04 19:28:25 [clip_udr_data] [DEBUG]  [351/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/oriolus_oriolus.tif to destination data/processed/features/udr/european_tetrapods/birds/oriolus_oriolus.tif.
2016-11-04 19:28:25 [clip_udr_data] [DEBUG]  [351/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:28:25 [clip_udr_data] [INFO ]  [352/763] Clipping dataset data/external/udr/european_tetrapods/birds/otis_tarda.tif
2016-11-04 19:28:25 [clip_udr_data] [DEBUG]  [352/763] Target dataset data/processed/features/udr/european_tetrapods/birds/otis_tarda.tif
2016-11-04 19:28:29 [clip_udr_data] [DEBUG]  [352/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:28:29 [clip_udr_data] [DEBUG]  [352/763] Processing input file data/external/udr/european_tetrapods/birds/otis_tarda.tif.
2016-11-04 19:28:29 [clip_udr_data] [DEBUG]  [352/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/otis_tarda.tif.
2016-11-04 19:28:29 [clip_udr_data] [DEBUG]  [352/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/otis_tarda.tif to destination data/processed/features/udr/european_tetrapods/birds/otis_tarda.tif.
2016-11-04 19:28:29 [clip_udr_data] [DEBUG]  [352/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:28:29 [clip_udr_data] [INFO ]  [353/763] Clipping dataset data/external/udr/european_tetrapods/birds/otus_scops.tif
2016-11-04 19:28:29 [clip_udr_data] [DEBUG]  [353/763] Target dataset data/processed/features/udr/european_tetrapods/birds/otus_scops.tif
2016-11-04 19:28:33 [clip_udr_data] [DEBUG]  [353/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:28:33 [clip_udr_data] [DEBUG]  [353/763] Processing input file data/external/udr/european_tetrapods/birds/otus_scops.tif.
2016-11-04 19:28:33 [clip_udr_data] [DEBUG]  [353/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/otus_scops.tif.
2016-11-04 19:28:33 [clip_udr_data] [DEBUG]  [353/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/otus_scops.tif to destination data/processed/features/udr/european_tetrapods/birds/otus_scops.tif.
2016-11-04 19:28:33 [clip_udr_data] [DEBUG]  [353/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:28:33 [clip_udr_data] [INFO ]  [354/763] Clipping dataset data/external/udr/european_tetrapods/birds/oxyura_leucocephala.tif
2016-11-04 19:28:33 [clip_udr_data] [DEBUG]  [354/763] Target dataset data/processed/features/udr/european_tetrapods/birds/oxyura_leucocephala.tif
2016-11-04 19:28:39 [clip_udr_data] [DEBUG]  [354/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:28:39 [clip_udr_data] [DEBUG]  [354/763] Processing input file data/external/udr/european_tetrapods/birds/oxyura_leucocephala.tif.
2016-11-04 19:28:39 [clip_udr_data] [DEBUG]  [354/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/oxyura_leucocephala.tif.
2016-11-04 19:28:39 [clip_udr_data] [DEBUG]  [354/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/oxyura_leucocephala.tif to destination data/processed/features/udr/european_tetrapods/birds/oxyura_leucocephala.tif.
2016-11-04 19:28:39 [clip_udr_data] [DEBUG]  [354/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:28:39 [clip_udr_data] [INFO ]  [355/763] Clipping dataset data/external/udr/european_tetrapods/birds/pandion_haliaetus.tif
2016-11-04 19:28:39 [clip_udr_data] [DEBUG]  [355/763] Target dataset data/processed/features/udr/european_tetrapods/birds/pandion_haliaetus.tif
2016-11-04 19:28:43 [clip_udr_data] [DEBUG]  [355/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:28:43 [clip_udr_data] [DEBUG]  [355/763] Processing input file data/external/udr/european_tetrapods/birds/pandion_haliaetus.tif.
2016-11-04 19:28:43 [clip_udr_data] [DEBUG]  [355/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/pandion_haliaetus.tif.
2016-11-04 19:28:43 [clip_udr_data] [DEBUG]  [355/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/pandion_haliaetus.tif to destination data/processed/features/udr/european_tetrapods/birds/pandion_haliaetus.tif.
2016-11-04 19:28:43 [clip_udr_data] [DEBUG]  [355/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:28:43 [clip_udr_data] [INFO ]  [356/763] Clipping dataset data/external/udr/european_tetrapods/birds/panurus_biarmicus.tif
2016-11-04 19:28:43 [clip_udr_data] [DEBUG]  [356/763] Target dataset data/processed/features/udr/european_tetrapods/birds/panurus_biarmicus.tif
2016-11-04 19:28:49 [clip_udr_data] [DEBUG]  [356/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:28:49 [clip_udr_data] [DEBUG]  [356/763] Processing input file data/external/udr/european_tetrapods/birds/panurus_biarmicus.tif.
2016-11-04 19:28:49 [clip_udr_data] [DEBUG]  [356/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/panurus_biarmicus.tif.
2016-11-04 19:28:49 [clip_udr_data] [DEBUG]  [356/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/panurus_biarmicus.tif to destination data/processed/features/udr/european_tetrapods/birds/panurus_biarmicus.tif.
2016-11-04 19:28:49 [clip_udr_data] [DEBUG]  [356/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:28:49 [clip_udr_data] [INFO ]  [357/763] Clipping dataset data/external/udr/european_tetrapods/birds/parus_caeruleus.tif
2016-11-04 19:28:49 [clip_udr_data] [DEBUG]  [357/763] Target dataset data/processed/features/udr/european_tetrapods/birds/parus_caeruleus.tif
2016-11-04 19:28:54 [clip_udr_data] [DEBUG]  [357/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:28:54 [clip_udr_data] [DEBUG]  [357/763] Processing input file data/external/udr/european_tetrapods/birds/parus_caeruleus.tif.
2016-11-04 19:28:54 [clip_udr_data] [DEBUG]  [357/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/parus_caeruleus.tif.
2016-11-04 19:28:54 [clip_udr_data] [DEBUG]  [357/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/parus_caeruleus.tif to destination data/processed/features/udr/european_tetrapods/birds/parus_caeruleus.tif.
2016-11-04 19:28:54 [clip_udr_data] [DEBUG]  [357/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:28:54 [clip_udr_data] [INFO ]  [358/763] Clipping dataset data/external/udr/european_tetrapods/birds/parus_cinctus.tif
2016-11-04 19:28:54 [clip_udr_data] [DEBUG]  [358/763] Target dataset data/processed/features/udr/european_tetrapods/birds/parus_cinctus.tif
2016-11-04 19:28:59 [clip_udr_data] [DEBUG]  [358/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:28:59 [clip_udr_data] [DEBUG]  [358/763] Processing input file data/external/udr/european_tetrapods/birds/parus_cinctus.tif.
2016-11-04 19:28:59 [clip_udr_data] [DEBUG]  [358/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/parus_cinctus.tif.
2016-11-04 19:28:59 [clip_udr_data] [DEBUG]  [358/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/parus_cinctus.tif to destination data/processed/features/udr/european_tetrapods/birds/parus_cinctus.tif.
2016-11-04 19:28:59 [clip_udr_data] [DEBUG]  [358/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:28:59 [clip_udr_data] [INFO ]  [359/763] Clipping dataset data/external/udr/european_tetrapods/birds/parus_cristatus.tif
